z,xi_shoes,xi_planck,delta_xi,abs_delta_xi
0.01978,0.019681681484608162,0.01968722206907427,-5.54058446610925e-06,5.54058446610925e-06
0.02179,0.021670647486582543,0.021677366932617757,-6.719446035214488e-06,6.719446035214488e-06
0.02017,0.02006776003720549,0.0200735205323982,-5.760495192710241e-06,5.760495192710241e-06
0.02104,0.020928735004173245,0.020935001382758646,-6.2663785854004395e-06,6.2663785854004395e-06
0.02157,0.02145304932320233,0.021459634242539983,-6.584919337651596e-06,6.584919337651596e-06
0.0214,0.021284888514066545,0.021291370405915305,-6.4818918487606625e-06,6.4818918487606625e-06
0.0214,0.021284888514066545,0.021291370405915305,-6.4818918487606625e-06,6.4818918487606625e-06
0.02263,0.022501251528763637,0.02250849703906259,-7.245510298951874e-06,7.245510298951874e-06
0.02245,0.02232329501343986,0.02233042613949433,-7.131126054469444e-06,7.131126054469444e-06
0.02193,0.02180910629301651,0.021815912049965542,-6.80575694903332e-06,6.80575694903332e-06
0.02209,0.02196733278321504,0.02197423785062238,-6.90506740733815e-06,6.90506740733815e-06
0.02202,0.021898110287930532,0.021904971819159288,-6.861531228755796e-06,6.861531228755796e-06
0.02238,0.022254085272771028,0.022261172159980993,-7.086887209965115e-06,7.086887209965115e-06
0.02292,0.02278792474850508,0.022795356443935474,-7.4316954303960125e-06,7.4316954303960125e-06
0.02161,0.021492614447278357,0.021499223725574085,-6.609278295727911e-06,6.609278295727911e-06
0.02161,0.021492614447278357,0.021499223725574085,-6.609278295727911e-06,6.609278295727911e-06
0.02257,0.022441934512651165,0.022449141794521565,-7.207281870400678e-06,7.207281870400678e-06
0.02214,0.02201677590439321,0.022023712152736786,-6.936248343577395e-06,6.936248343577395e-06
0.02214,0.02201677590439321,0.022023712152736786,-6.936248343577395e-06,6.936248343577395e-06
0.02217,0.022046441169762687,0.02205339616013186,-6.954990369172076e-06,6.954990369172076e-06
0.02334,0.023203031165083002,0.023210736662215226,-7.705497132224487e-06,7.705497132224487e-06
0.02334,0.023203031165083002,0.023210736662215226,-7.705497132224487e-06,7.705497132224487e-06
0.02181,0.02169042792333609,0.021697159666026734,-6.731742690644499e-06,6.731742690644499e-06
0.02181,0.02169042792333609,0.021697159666026734,-6.731742690644499e-06,6.731742690644499e-06
0.02253,0.022402388822826833,0.02240957067482508,-7.181851998248195e-06,7.181851998248195e-06
0.02253,0.022402388822826833,0.02240957067482508,-7.181851998248195e-06,7.181851998248195e-06
0.02382,0.023677329121499304,0.02368535355060872,-8.024429109416975e-06,8.024429109416975e-06
0.02226,0.02213543423279643,0.02214244559981685,-7.011367020418741e-06,7.011367020418741e-06
0.02224,0.022115658350859154,0.022122657170215988,-6.998819356833497e-06,6.998819356833497e-06
